dst,repulink_score
1377,0.000639055182202492
982,0.0006386226074070127
427,0.0006377382221087451
665,0.0006368526759572814
853,0.0006364482945627652
4315,0.0006358639593022488
925,0.0006337571266682037
2378,0.0006335912467047071
566,0.0006306475144498211
26,0.0006250473318567222
1562,0.0006240996141108295
2318,0.0006235485242442573
342,0.0006192464362721195
384,0.0006170105974226434
1368,0.000615135552338609
3366,0.0006145206923556024
500,0.0006123640109320151
645,0.0006114861495969856
917,0.0006113842192814836
1499,0.0006113823753488132
112,0.0006083557803707612
1735,0.0006063377443055076
219,0.0006055774529668286
3714,0.0006050846728843639
790,0.0006048325227981751
776,0.0006048059672349371
2040,0.0006038243749674425
597,0.0006022395247653307
3699,0.0006001986889043589
402,0.0005997964082856122
606,0.0005996500282815527
5,0.000599435433011408
3669,0.0005981024526211703
120,0.0005964164335725654
1900,0.0005960794629465077
2897,0.0005950524620513933
489,0.000593672087433394
480,0.0005929985320401963
1028,0.0005913058012075579
2194,0.0005896723967671984
372,0.000589458570591169
3429,0.0005866901170236286
695,0.000585998922371379
481,0.0005851348921033317
447,0.0005838493457114415
1277,0.0005819360498315006
111,0.0005800114803036388
322,0.0005799796808420736
1619,0.0005797990770404163
1014,0.0005791449591674872
1129,0.0005788672905257949
2485,0.0005782633597030313
44,0.0005777898342050687
847,0.0005776588461421292
742,0.0005764376238442307
714,0.0005761280525220445
100,0.0005745796727946252
1612,0.0005735797482063197
587,0.0005722173732685562
192,0.0005716117698253339
1815,0.0005710990636936194
1005,0.0005658448370862521
440,0.0005649294876896499
398,0.000564562873153108
1084,0.0005613108922797064
1348,0.0005594242599877321
2728,0.0005583486573700783
854,0.0005579421807498301
2214,0.0005565592256170424
3527,0.0005558237873455107
1024,0.0005520430913391829
650,0.0005517845478841658
4515,0.0005498877875580472
184,0.0005479475337337568
3630,0.0005471927442889481
3545,0.0005465296700108158
1062,0.0005458368385814361
1207,0.0005427162400051007
1487,0.0005415407374914881
639,0.0005383654931117508
1843,0.0005379171605480441
452,0.0005370435118095746
755,0.0005364300508709786
1107,0.0005355215226740129
1508,0.0005348024577630529
598,0.0005345275991704526
68,0.0005317813864716531
2141,0.000528071490550253
386,0.0005258939587890066
3260,0.0005256028112631502
681,0.0005250825780835338
988,0.0005243050607889868
554,0.0005239400017189365
779,0.0005236063553476577
1267,0.0005234080351256669
621,0.000523395349942819
266,0.0005217010531840913
1020,0.0005208356638003912
1556,0.0005199796553166682
5216,0.0005180888694846893
3642,0.0005176941756579056
105,0.0005174552037494349
2763,0.0005167520951148704
1401,0.0005137887508764623
396,0.0005137593962578165
465,0.000513545989852637
4499,0.0005130617109267287
388,0.0005123782897952942
214,0.0005121001004906369
728,0.000510176745171967
399,0.0005096529460230596
680,0.0005089195652528059
475,0.000508039846796506
549,0.0005072527374359888
491,0.0005071030876297655
1752,0.0005064013765762473
2244,0.0005062622040581638
244,0.0005049924420560214
3099,0.0005044577985281873
152,0.0005043703780976986
879,0.0005040640169200369
285,0.0005028757375819094
4119,0.0005027881900503308
723,0.0005018181670594414
239,0.0005005433914491387
2565,0.0005002546548464317
330,0.0004993985772938581
502,0.0004991745666882688
293,0.0004982102840053102
651,0.0004976601470120061
1119,0.0004962944231832435
1275,0.0004959316238285916
2142,0.0004950984619470584
53,0.0004934396327807506
241,0.000492443323693179
416,0.0004911959639281158
3878,0.0004893676820420213
2455,0.0004871461887202253
791,0.00048697545720939356
3040,0.0004861276765711833
942,0.0004857841640972502
1075,0.000483084951375415
2313,0.0004830448809561644
2934,0.00048302189290747624
4365,0.0004806403315688792
576,0.00048062378439900333
2328,0.00047867601208443207
1008,0.0004781499690400635
1318,0.0004775761054775975
850,0.0004775757956537558
585,0.00047750510015794273
1894,0.00047712034918073856
298,0.000476331001685681
3578,0.0004761070086741975
533,0.0004760939185734828
3107,0.00047594495683484574
76,0.0004755507612126716
1043,0.000475385734493049
3345,0.0004739440363396569
1312,0.0004715511255074418
4984,0.00047018178297596826
1516,0.00047000985349763576
319,0.00046977978628548727
1403,0.0004692612924068249
686,0.0004684846489906702
1670,0.0004668710427784738
856,0.00046635180693419735
1108,0.00046566377512478803
1031,0.0004650639886398008
2784,0.00046324245567061164
1512,0.00046307089983668655
3804,0.0004588092854852038
438,0.00045795833210581405
476,0.00045667412082882325
385,0.00045650061581716916
1068,0.0004564425059017336
1178,0.0004553967240794122
958,0.000455204243336795
142,0.0004544111044485335
559,0.000452755552004383
166,0.0004522683807846867
1078,0.00045213210548130934
499,0.00045176019104134144
1065,0.00045157304781512326
462,0.0004503634640170982
66,0.0004502818059378266
5215,0.00044943468140860865
955,0.00044854831069684645
2187,0.00044792266773655893
2903,0.00044790154537902607
716,0.0004471940824003326
165,0.0004460147085229698
393,0.0004457307429815624
5712,0.0004439361307817657
1613,0.00044349695260651633
1621,0.000439907046120698
719,0.00043866764978431057
801,0.0004340807796604588
1284,0.00043407987861732633
2252,0.000433925206040358
3465,0.0004334675784733548
3976,0.0004315127189649383
1584,0.0004313404992816636
823,0.00043083505916414056
824,0.0004277839680989309
1528,0.0004270728651881972
2484,0.00042593278147399274
308,0.00042575831795736436
251,0.00042470024803693867
412,0.0004245971611651749
999,0.00042452190041614217
5775,0.00042394677858007587
918,0.0004233194706779208
2322,0.00042065697694758716
340,0.00042057173288272175
454,0.00041988910439788856
1003,0.0004193953268754357
1947,0.0004192765766784514
579,0.00041691982916484374
2636,0.0004168910707806655
71,0.00041647521974073524
573,0.0004161491206278994
1219,0.00041380249048070245
1502,0.000413451018348581
1896,0.00041296738967922306
233,0.00041276847213577507
1935,0.00041147862612139774
242,0.000410912656071299
1890,0.0004104001410060652
1174,0.0004094600146631698
300,0.00040928112644836485
436,0.0004081030518008822
2034,0.0004080812014636709
2030,0.0004079040731133058
419,0.00040788941033745063
320,0.00040668803478401697
421,0.0004066453859960803
1274,0.00040561795216566125
768,0.00040490275520425423
2775,0.0004044874695631665
32,0.0004019259543758007
571,0.00040121645520855003
375,0.0004008351960136228
2710,0.0004005887926455823
1905,0.0004000510023607859
2144,0.00039975682658470837
83,0.00039975193418034045
1204,0.0003995620493543525
3161,0.0003989271664715616
3746,0.0003986517551839198
3880,0.00039850829245414586
2230,0.00039711440966573797
1432,0.00039685281479458727
644,0.0003962812216843083
1754,0.000396267305928982
203,0.0003960212121176158
2658,0.0003949903117673222
2538,0.00039491083238135763
3353,0.0003946385470319361
1026,0.00039462626045026403
282,0.0003932150330850996
4320,0.00039298852374106325
2046,0.00039220653323541484
2227,0.00039135284820589043
866,0.0003908199277761489
324,0.0003905033770321832
846,0.00039025787999758443
4402,0.00039009211430600225
1412,0.0003891736837359231
1358,0.00038835456340537616
733,0.0003882648961157733
494,0.00038816000189288865
555,0.0003879004089573127
382,0.00038779962849205997
2262,0.00038777653815989777
848,0.0003876812299291435
65,0.0003874991402961253
767,0.0003871514514915487
426,0.0003871363782747338
404,0.00038712965424469987
1056,0.00038692554537228015
5472,0.0003868126279343667
409,0.00038470978039189467
1933,0.0003845953123117169
700,0.00038418855314203444
2124,0.00038352824523166674
417,0.00038279798069685775
860,0.0003819881764818961
2371,0.0003815610459986963
4026,0.0003814296388922312
757,0.0003811432880192976
2167,0.0003808509700865763
4411,0.00038078699081808284
464,0.0003805225115334022
99,0.000379635696236311
138,0.00037930592101272385
2120,0.0003789454001078964
1769,0.0003787803535068947
4511,0.0003777158322701489
904,0.0003774116078248783
1163,0.0003766730715409104
943,0.00037544418457606993
4304,0.0003753964466806775
4363,0.0003748806080130685
493,0.0003735626324996519
329,0.0003734883065168485
1098,0.0003733065877068384
1753,0.0003719790037074582
1922,0.0003717479412499885
697,0.00037148377154215973
4532,0.00037049751718526983
325,0.0003688419596302886
1712,0.0003687922165230967
2085,0.0003683184232537768
508,0.00036749218395300596
4554,0.0003667354203372139
2239,0.0003664036275623589
2512,0.00036625146315314615
2344,0.00036582214002006566
1677,0.00036532007232258936
224,0.00036524445361570037
1624,0.00036523523120741047
2427,0.00036484551578116445
1022,0.0003642601253478159
168,0.0003642362656784065
1171,0.00036346036584241243
2303,0.0003631466407477923
1291,0.0003626157889732376
586,0.00036257925693682324
4415,0.00036196928209209373
2305,0.0003615028292607357
885,0.0003603733468930755
368,0.00035992212700455036
1967,0.0003596346632200616
2241,0.0003595773730791057
1106,0.00035943926178312813
180,0.0003588593686161881
1975,0.0003579360050934173
1190,0.000357126346271236
3377,0.00035652227880879144
1918,0.00035604854016564635
3445,0.0003558449709833535
762,0.000355719055028629
441,0.00035555164727500075
5316,0.00035547739116350175
838,0.0003554371651676664
4553,0.0003540351199059831
641,0.0003539842890987059
4860,0.0003538069304737173
225,0.00035338109255916026
1128,0.0003520220173067983
1912,0.0003518985530349641
3707,0.00035144971991256667
637,0.0003505774874523547
1173,0.00035056759661332155
814,0.000349251395805584
727,0.00034907994878687125
730,0.00034873440989523897
556,0.0003484652845165842
628,0.00034828380811253274
3926,0.00034763631361399764
975,0.00034746945759208655
4416,0.00034690134454010645
3656,0.00034585955106414365
195,0.00034468146122958995
5065,0.0003446553093786132
4921,0.0003430800625472606
378,0.0003426423259218216
640,0.0003425432375447643
186,0.0003425092507097156
2080,0.0003413629960200933
1686,0.0003402791140410564
907,0.0003401991961281748
844,0.000340144935142954
451,0.00034002266021101183
3319,0.0003399989695943516
108,0.00033916530481226803
548,0.0003384833614693795
1168,0.00033814444374719006
1218,0.0003380163090873657
2618,0.0003363814835169408
564,0.00033563298189926105
929,0.0003354267720118973
981,0.00033533747525573885
530,0.0003349936184371479
3452,0.0003341524238930827
3321,0.0003338584437899029
3781,0.00033363330730244993
250,0.00033280199177747685
1840,0.00033241969804874243
1850,0.00033220882436181814
2070,0.0003320537536672364
1539,0.00033181679215186
4969,0.00033178307576625784
453,0.0003313481432543916
1473,0.0003298792392229409
1304,0.0003295983032733361
705,0.00032935504275120105
3904,0.00032922825844928686
1400,0.0003286839638890113
539,0.0003282663681492944
738,0.00032745414021185783
200,0.0003271850062544561
1111,0.0003267349349518082
4867,0.00032651742718108604
973,0.00032604227229672365
965,0.00032579577951948974
1453,0.00032576007553424913
817,0.00032533415026659033
497,0.00032513233416988935
827,0.00032476958928874777
1250,0.0003244977336156115
1788,0.0003234706768016836
79,0.000322983205821624
2656,0.0003227636381880255
1765,0.00032151228628919226
3903,0.0003211970483355922
2306,0.0003210580207794091
3540,0.00032071634438898307
1576,0.00032066073006871524
3640,0.00031958819682252404
518,0.00031882968018745423
1892,0.00031871708810807866
5529,0.00031863797903434576
154,0.0003172740014772506
2054,0.00031664013514890154
297,0.000316169865312833
210,0.00031596531494708797
2498,0.00031565563461561383
1755,0.00031507043700656167
1606,0.00031496657375863107
3815,0.00031421619044625667
626,0.00031406329281093767
1819,0.00031383603188556006
333,0.0003137040371659091
633,0.0003136487853017811
345,0.0003130467648972819
1121,0.0003112050997079621
983,0.0003106694778131367
3013,0.00031010780837715374
1405,0.0003098116134919854
781,0.0003095902743415246
2861,0.00030873870110516906
1478,0.0003083607601636905
4400,0.0003081554394093072
360,0.0003079848618616497
557,0.00030797391649756834
593,0.0003079639391209351
2229,0.00030793477517426787
1181,0.0003076867641824716
1249,0.0003074890209737696
578,0.0003074729904959427
972,0.0003073602502104582
1703,0.00030720736506108107
359,0.00030716633950093615
993,0.0003070272883590054
1737,0.0003062895857716523
684,0.0003055376153734453
843,0.0003052530408202927
1172,0.0003043296812752385
1440,0.0003038502542161186
284,0.00030381935583273766
1109,0.0003038002658126951
469,0.00030340648846558123
3223,0.0003029941568143406
369,0.000302654206076272
1916,0.0003019499655201907
2174,0.0003019191888172563
122,0.0003018967258975613
3113,0.0003006822552438724
962,0.0003004476231532473
455,0.0003000218065558185
3892,0.00029951243672335625
880,0.0002987946110229024
995,0.00029864444346474586
3000,0.00029821986485175544
4205,0.00029554530574996834
381,0.0002951566179378584
169,0.0002942441851909638
5413,0.000294035497821631
2247,0.00029220484409251746
529,0.00029167798200420506
2377,0.00029134050566280927
146,0.0002911106079160096
763,0.0002909294742593424
1909,0.0002907975195128283
1778,0.000290444573713315
922,0.00029017750752702304
4875,0.00028886179904600635
1272,0.0002885809154477536
406,0.00028818545768242803
5029,0.0002880572112812453
1743,0.00028797399507276476
1034,0.0002877633029013448
1276,0.0002876722517877901
114,0.00028737575190965377
783,0.0002870649999947779
155,0.00028688502616288123
2733,0.0002861205975292214
1623,0.00028600284333480297
2732,0.00028596648049020125
272,0.0002857220277697686
802,0.0002854761479970331
685,0.00028543141040080123
1548,0.0002850897241829367
667,0.000284416435280558
187,0.0002835248539874692
1044,0.0002832851867592053
1409,0.0002832237485686209
2780,0.0002831886340245245
163,0.00028302283052029296
1252,0.0002826767251614803
1477,0.00028168637385104204
5469,0.00028034740450139534
3724,0.0002801077205549135
793,0.0002794362558160695
1939,0.0002793523776173626
2961,0.0002788879459618875
1844,0.00027886840766591875
3397,0.00027879386548086406
894,0.00027846302610379106
1617,0.00027812068677731067
2880,0.00027805961388913466
254,0.00027795726316904863
261,0.0002774708725516593
1255,0.0002773657200639476
164,0.0002773129575950665
1851,0.0002771008973904141
994,0.0002769973142354138
4114,0.0002761670880915488
2062,0.00027603939762519373
2470,0.00027576641227830035
623,0.00027414275819233146
3655,0.00027410302057049994
3723,0.00027401129014424967
812,0.0002738896565843793
1271,0.0002731881908477051
5449,0.0002724483074794526
129,0.0002719123873169889
903,0.0002713792983311815
953,0.00027126015583797653
1568,0.00027101056947697954
3571,0.0002708220108810583
16,0.00027053371917909425
2704,0.0002692789255298018
3172,0.0002689492881133853
5403,0.0002683660417645829
4412,0.00026723462237475675
221,0.00026668445696079255
55,0.00026625350843517036
3572,0.00026583718588268186
331,0.0002653572876452985
156,0.0002650824846086745
2977,0.0002644854471873424
347,0.0002642229260234015
197,0.00026383270376042426
4038,0.0002638238930221103
935,0.00026376423138968567
3738,0.0002632644988635328
1023,0.000263201458604427
2501,0.0002631129377277563
2398,0.0002614737501461098
967,0.00026141331014706477
820,0.0002604345663649858
683,0.0002599295451779341
1004,0.00025966834174326873
688,0.00025955199392454007
3722,0.00025890110152560104
959,0.0002588560134993341
3611,0.00025863014745018995
2018,0.0002585188787738105
642,0.0002582774312099732
3129,0.000258193793803314
2392,0.00025803922691849257
1779,0.00025758367291207993
950,0.00025720490112655963
4521,0.00025689711249580056
2969,0.00025665753049357895
193,0.0002560742020642536
268,0.00025602060249752743
931,0.0002560191467542908
444,0.0002558381895721405
3047,0.00025583793750931033
673,0.00025580628142322177
1439,0.0002554844879953
1893,0.0002554513435744763
997,0.0002553258948065347
3852,0.0002550322250103134
1037,0.00025456415913492
2115,0.0002543994901787954
1906,0.0002537305861135094
2158,0.0002537052248643658
1751,0.00025345683664232133
1288,0.00025283168491078235
1222,0.0002519857502959545
5157,0.00025179332133374373
116,0.0002516481955499419
3374,0.00025155542156448274
837,0.0002514790910853141
2757,0.0002513656467848857
1177,0.0002509362999105922
3653,0.00025071875356545156
212,0.0002504365813333921
70,0.0002504132598288452
3239,0.0002500620410382761
2943,0.0002493384038185825
721,0.00024869957621709385
2643,0.000248329625616939
1574,0.00024831360643796783
724,0.00024759275700839204
1399,0.0002473274382259054
1746,0.0002472553760289582
1033,0.0002471396045499761
625,0.0002469681003629667
437,0.00024681769827422856
1911,0.0002453336828441667
2528,0.0002452881020103716
2848,0.00024385042042388306
928,0.0002435637379711618
558,0.00024341048036565256
56,0.00024333923641323488
2444,0.00024329218959542466
3593,0.00024321439968346133
1471,0.00024316122966513339
3483,0.00024313058189349304
1464,0.00024302568592419617
413,0.00024288952618586255
4281,0.00024272749031948587
490,0.00024238585001806867
2735,0.0002421299970505285
916,0.0002415606616294912
3685,0.00024155534810312094
2437,0.00024133343158633445
3281,0.0002412706081817765
1596,0.00024040541230121865
2243,0.00024026512112366438
608,0.00024022555031817747
4518,0.00024022184958802934
1354,0.0002400529272130856
488,0.00023981403571276484
538,0.00023965083461768486
1390,0.000238912867427049
1323,0.00023865595369731345
357,0.00023852287183348647
718,0.00023809083152577808
863,0.00023808588989090637
1315,0.0002378889314394752
784,0.00023774642985441673
3734,0.0002377089988307814
1572,0.00023722617605722988
2561,0.00023713279532922973
236,0.0002370915538852698
1903,0.00023513086740090287
2097,0.00023505725232741682
5255,0.00023480724642546677
5958,0.00023466796112522979
4370,0.00023433467910201472
979,0.00023425095471528423
445,0.00023398921133079437
2755,0.00023323807584809514
237,0.00023277616624592785
2233,0.00023271458184965686
4459,0.0002325454795493369
1749,0.00023246234663816084
1048,0.00023236119334051015
1458,0.00023233865765892806
5606,0.00023165071564212235
5032,0.00023146619127869966
3278,0.0002310292437306618
893,0.0002308583752701268
153,0.00023018420749166678
208,0.00022998151061093464
2201,0.0002288672538452955
930,0.00022850138956423497
1774,0.00022848431042979216
4753,0.0002283712882331552
1908,0.0002279387476226755
356,0.0002275451203333886
652,0.00022707215555276436
4254,0.0002267011633905147
2249,0.00022630577675702282
961,0.00022625275853177984
2231,0.00022623812242126407
954,0.00022621873594054303
2661,0.0002255385444461764
1394,0.00022545216118521414
1433,0.00022522662821264838
1011,0.00022510554792434093
3851,0.00022463629021626447
2370,0.00022449513166204453
2464,0.0002243662182418732
160,0.00022343084598139447
411,0.0002233864817876224
1756,0.0002232644605674871
1258,0.00022292398253974372
2059,0.00022264449764245223
616,0.00022253122725119346
4852,0.00022210172254549232
572,0.0002220841265058966
1200,0.00022200570046169302
1747,0.00022156172006672549
2128,0.00022110562235621686
460,0.00022098248067073246
1827,0.00022095459266808416
429,0.00022074092935340663
5013,0.0002203262603974567
89,0.00021969823574261827
1009,0.0002196645112808624
720,0.00021925223728899623
2705,0.00021917362032436454
1406,0.00021889044505915222
3854,0.00021884563943816418
1438,0.00021876361355193226
5408,0.00021821066937167635
2035,0.00021809436632326025
1636,0.00021780770903526993
902,0.00021749021265091763
95,0.00021711391703853032
1577,0.00021710280640407462
299,0.00021701080907819112
2896,0.00021698712107490447
5028,0.0002168617332203829
888,0.00021676371277301883
432,0.00021640632598033
1413,0.000216130158570706
4253,0.00021596877045788437
191,0.00021560069241198244
3086,0.00021543694634371192
410,0.0002150689652836059
4266,0.000213916842181128
1392,0.00021379712675149556
4565,0.00021356663322684736
3859,0.00021350743894745313
1021,0.00021350664552368152
862,0.00021308724315979727
201,0.0002127158732018797
1472,0.00021264351054563484
516,0.00021205085649860308
2375,0.00021163100048143157
1015,0.00021155221510323565
2511,0.00021130668108890093
177,0.0002112940681875895
321,0.00021111567148248512
782,0.00021062494775072558
1991,0.00021051579939476866
627,0.00021026296491508218
789,0.0002097258597116809
2558,0.00020892887091291401
1876,0.00020889798165789193
1639,0.0002088658925361621
1436,0.00020881300949136125
1243,0.00020868448108269313
3601,0.00020866760969944788
1010,0.0002086545473044747
3986,0.0002083898645381391
1290,0.0002083571066343861
701,0.00020812433989118327
691,0.0002074492000650484
1353,0.00020737062422862085
1302,0.00020704800169979125
2822,0.00020687471972402879
1176,0.00020665234731622985
1073,0.00020663562154952793
495,0.00020633673695033796
1376,0.00020611589714865125
4787,0.00020605541396837064
2119,0.00020565032329201128
521,0.000205251543195905
1167,0.00020515289549776427
1328,0.00020497493123629442
2165,0.0002049686350699133
1411,0.0002047992222735759
2164,0.0002043842054993024
2563,0.00020417282249073865
291,0.00020387424152669867
1076,0.0002037604831148814
2867,0.00020349730619656216
3174,0.00020329636686969204
5983,0.0002032693814261038
2236,0.0002032050803757316
694,0.00020302981754771689
276,0.00020296365023535142
4098,0.00020265106992409997
4217,0.0002026447265667187
1635,0.00020258856682404863
2208,0.00020253983520324167
4925,0.00020223994004154642
335,0.00020208516086583719
3427,0.00020195670462619958
2590,0.0002019397832839768
4788,0.0002016294425703407
231,0.00020140116156987635
1332,0.00020139116804280768
1429,0.00020120339371993136
2291,0.00020113876527176367
1301,0.00020111715937321897
431,0.00020084658171410578
1050,0.00020078539620643765
318,0.00020078450773412053
289,0.00020076119793717946
788,0.0002007251324762793
3016,0.00020054853479861923
87,0.00019987342993354836
4546,0.0001995662263582604
5591,0.00019883475389670754
5691,0.00019879949035849938
1504,0.00019794613315619335
2736,0.000197924518957034
1490,0.00019746043912004281
227,0.00019722716984692552
479,0.0001971533064423437
2228,0.00019706373449858896
5251,0.00019684803655596993
310,0.00019673708818595298
2178,0.0001967188820579535
1733,0.0001967062739128542
1166,0.00019669690413484235
4238,0.00019662557456678417
3065,0.00019592072119782605
3484,0.00019564970333827965
4236,0.00019558253734564782
3750,0.00019545301178250596
819,0.0001954169730864129
2148,0.00019526101867988892
2123,0.00019516278727385315
4884,0.0001950790910912221
4360,0.00019503773184323942
1196,0.0001947869278300104
216,0.00019471819461754585
1016,0.00019453243592376334
2049,0.0001944031752513005
